관리번호,설치장소명,시도명,시군구명,소재지도로명주소,소재지지번주소,위도,경도,상세위치,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
관양동-9-98,뉴골드빌라 앞,경기도,안양시,경기도 안양시 동안구 관평로319번길 28,경기도 안양시 동안구 관양동 1397-12,37.4053105032,126.9567685,,알뜰자원,,2025-11-20,3830000,경기도 안양시
관양동-9-97,무지개빌라 앞,경기도,안양시,경기도 안양시 동안구 관평로319번길 82,경기도 안양시 동안구 관양동 1399-12,37.4046613,126.9566248,,알뜰자원,,2025-11-20,3830000,경기도 안양시
관양동-9-96,미루아트빌 앞,경기도,안양시,경기도 안양시 동안구 관평로319번길 69,경기도 안양시 동안구 관양동 1389-5,37.40494373,126.9559544,,알뜰자원,,2025-11-20,3830000,경기도 안양시
관양동-9-95,궁전맨션 앞,경기도,안양시,경기도 안양시 동안구 관평로319번길 68,경기도 안양시 동안구 관양동 1388-9,37.4047134958,126.9557658,,알뜰자원,,2025-11-20,3830000,경기도 안양시
관양동-9-94,안흥맨션 앞,경기도,안양시,경기도 안양시 동안구 관평로313번길 29,경기도 안양시 동안구 관양동 1387-11,37.40429206,126.9556246,,알뜰자원,,2025-11-20,3830000,경기도 안양시
관양동-9-93,청일빌라,경기도,안양시,경기도 안양시 동안구 관평로313번길 28,경기도 안양시 동안구 관양동 1388-13,37.4045275,126.9557569,,알뜰자원,,2025-11-20,3830000,경기도 안양시
관양동-9-92,라성맨션,경기도,안양시,경기도 안양시 동안구 관평로313번길 11,경기도 안양시 동안구 관양동 1400-2,37.4042825,126.9565848,,알뜰자원,,2025-11-20,3830000,경기도 안양시
관양동-9-91,고려냉면 앞,경기도,안양시,경기도 안양시 동안구 관평로313번길 4,경기도 안양시 동안구 관양동 1399-10,37.4044944,126.9571128,,알뜰자원,,2025-11-20,3830000,경기도 안양시
관양동-9-90,아리랑빌라,경기도,안양시,경기도 안양시 동안구 관평로336번길 62,경기도 안양시 동안구 관양동 1402-4,37.40422346,126.9580653,,알뜰자원,,2025-11-20,3830000,경기도 안양시
관양동-9-89,시온빌라,경기도,안양시,경기도 안양시 동안구 관평로336번길 61-18,경기도 안양시 동안구 관양동 1406-53,37.40420656,126.9592176,,알뜰자원,,2025-11-20,3830000,경기도 안양시
관양동-9-88,세방빌라 앞,경기도,안양시,경기도 안양시 동안구 관평로360-1,경기도 안양시 동안구 관양동 1411-14,37.40763021,126.9602078273,,알뜰자원,,2025-11-20,3830000,경기도 안양시
관양동-9-87,영실빌라 앞,경기도,안양시,경기도 안양시 동안구 관평로358,경기도 안양시 동안구 관양동 1410-13,37.40742081,126.9599526,,알뜰자원,,2025-11-20,3830000,경기도 안양시
관양동-9-86,팔팔빌라 앞,경기도,안양시,경기도 안양시 동안구 관평로350-1,경기도 안양시 동안구 관양동 1410-5,37.40708388,126.9595506,,알뜰자원,,2025-11-20,3830000,경기도 안양시
관양동-9-85,백남빌라 앞,경기도,안양시,경기도 안양시 동안구 관평로336번길 8,경기도 안양시 동안구 관양동 1408-43,37.40588569,126.9585506,,알뜰자원,,2025-11-20,3830000,경기도 안양시
관양동-9-84,서우빌리지 알,경기도,안양시,경기도 안양시 동안구 관평로327번길 45,경기도 안양시 동안구 관양동 1390-1,37.40562098,126.9550979,,알뜰자원,,2025-11-20,3830000,경기도 안양시
관양동-9-83,유정빌라 앞,경기도,안양시,경기도 안양시 동안구 관평로358번길 27,경기도 안양시 동안구 관양동 1413-8,37.40695312,126.9610773,,알뜰자원,,2025-11-20,3830000,경기도 안양시
관양동-9-82,대영빌라 앞,경기도,안양시,경기도 안양시 동안구 관평로358번길27-26,,37.39849001,126.9374874,,알뜰자원,,2025-11-20,3830000,경기도 안양시
관양동-9-81,쉐르빌 앞,경기도,안양시,경기도 안양시 동안구 관평로358번길27-18,경기도 안양시 동안구 관양동 1414-8,37.40722985,126.9618077,,알뜰자원,,2025-11-20,3830000,경기도 안양시
관양동-9-80,아리랑APT 앞,경기도,안양시,경기도 안양시 동안구 관평로358번길 35,경기도 안양시 동안구 관양동 1414-2,37.406733101,126.9616194944,,알뜰자원,,2025-11-20,3830000,경기도 안양시
관양동-9-79,삼성I파크,경기도,안양시,경기도 안양시 동안구 관평로358번길35-10,경기도 안양시 동안구 관양동 1415-3,37.40673521,126.9620082602,,알뜰자원,,2025-11-20,3830000,경기도 안양시
관양동-9-78,해오름빌라 앞,경기도,안양시,경기도 안양시 동안구 관평로358번길 17-4,경기도 안양시 동안구 관양동 1413-9,37.4071009515,126.9609511,,알뜰자원,,2025-11-20,3830000,경기도 안양시
관양동-9-77,해오름빌라 앞,경기도,안양시,경기도 안양시 동안구 관평로358번길 17-8,경기도 안양시 동안구 관양동 1413-11,37.40722351,126.9610849,,알뜰자원,,2025-11-20,3830000,경기도 안양시
관양동-9-76,안흥빌라,경기도,안양시,경기도 안양시 동안구 관평로358번길 11,경기도 안양시 동안구 관양동 1412-4,37.40734458,126.9604946448,,알뜰자원,,2025-11-20,3830000,경기도 안양시
관양동-9-75,궁전맨션,경기도,안양시,경기도 안양시 동안구 관평로327번길 28-11,경기도 안양시 동안구 관양동 1391-24,37.40629656,126.9561182168,,알뜰자원,,2025-11-20,3830000,경기도 안양시
관양동-9-74,대흥빌라 앞,경기도,안양시,경기도 안양시 동안구 관평로327번길 28-21,경기도 안양시 동안구 관양동 1392-9,37.40672011,126.9561148054,,알뜰자원,,2025-11-20,3830000,경기도 안양시
관양동-9-73,삼호맨션 앞,경기도,안양시,경기도 안양시 동안구 관평로319번길 43,경기도 안양시 동안구 관양동 1389,37.4051625,126.9552172,,알뜰자원,,2025-11-20,3830000,경기도 안양시
관양동-9-72,뉴골드타운 앞,경기도,안양시,경기도 안양시 동안구 일동로147,경기도 안양시 동안구 관양동 329-12,37.40671957,126.9632154,,알뜰자원,,2025-11-20,3830000,경기도 안양시
관양동-9-71,청우하이츠 앞,경기도,안양시,경기도 안양시 동안구 일동로150-1,경기도 안양시 동안구 관양동 1417-30,37.40650433,126.9633313,,알뜰자원,,2025-11-20,3830000,경기도 안양시
관양동-9-70,현대빌라,경기도,안양시,경기도 안양시 동안구 일동로176,경기도 안양시 동안구 관양동 1428-3,37.40670536,126.9657119,,알뜰자원,,2025-11-20,3830000,경기도 안양시
관양동-9-69,하나타운 앞,경기도,안양시,경기도 안양시 동안구 일동로172,경기도 안양시 동안구 관양동 1428-1,37.4069719,126.965279,,알뜰자원,,2025-11-20,3830000,경기도 안양시
관양동-9-68,관양빌라 앞,경기도,안양시,경기도 안양시 동안구 일동로166,경기도 안양시 동안구 관양동 1428-13,37.40712953,126.9647573,,알뜰자원,,2025-11-20,3830000,경기도 안양시
관양동-9-67,동산빌라 앞,경기도,안양시,경기도 안양시 동안구 일동로160,경기도 안양시 동안구 관양동 1427-8,37.40653114,126.9643363,,알뜰자원,,2025-11-20,3830000,경기도 안양시
관양동-9-66,근우빌라,경기도,안양시,경기도 안양시 동안구 일동로180,경기도 안양시 동안구 관양동 1434,37.40662733,126.9660631,,알뜰자원,,2025-11-20,3830000,경기도 안양시
관양동-9-65,록항빌라,경기도,안양시,경기도 안양시 동안구 일동로186,경기도 안양시 동안구 관양동 1435,37.40635366,126.9667107,,알뜰자원,,2025-11-20,3830000,경기도 안양시
관양동-9-64,녹향빌라,경기도,안양시,경기도 안양시 동안구 일동로188,경기도 안양시 동안구 관양동 1435-2,37.40625692,126.9669832,,알뜰자원,,2025-11-20,3830000,경기도 안양시
관양동-9-63,효성연립,경기도,안양시,경기도 안양시 동안구 일동로192-1,경기도 안양시 동안구 관양동 1435-13,37.40607156,126.9674262,,알뜰자원,,2025-11-20,3830000,경기도 안양시
관양동-9-62,부림놀이터 앞,경기도,안양시,경기도 안양시 동안구 일동로198,경기도 안양시 동안구 관양동 1435-10,37.4059253462,126.9679598,,알뜰자원,,2025-11-20,3830000,경기도 안양시
관양동-9-61,무지개빌라 4동 앞,경기도,안양시,경기도 안양시 동안구 일동로36-12,경기도 안양시 동안구 관양동 1375-24,37.40618001,126.9541188,,알뜰자원,,2025-11-20,3830000,경기도 안양시
관양동-9-60,오성타운 앞,경기도,안양시,경기도 안양시 동안구 일동로34,경기도 안양시 동안구 관양동 1375-19,37.4062038575,126.9533619,,알뜰자원,,2025-11-20,3830000,경기도 안양시
관양동-9-59,엠파크 앞,경기도,안양시,경기도 안양시 동안구 일동로40길 40,,37.39849001,126.9374874,,알뜰자원,,2025-11-20,3830000,경기도 안양시
관양동-9-58,효성빌라,경기도,안양시,경기도 안양시 동안구 일동로 46,경기도 안양시 동안구 관양동 1373,37.407107526,126.9539253,,알뜰자원,,2025-11-20,3830000,경기도 안양시
관양동-9-57,일동로 48앞,경기도,안양시,경기도 안양시 동안구 일동로 48,경기도 안양시 동안구 관양동1372-15번지,37.40729569,126.9539338,,알뜰자원,,2025-11-20,3830000,경기도 안양시
관양동-9-56,일동로204번길 5앞,경기도,안양시,경기도 안양시 동안구 일동로204번길 5,경기도 안양시 동안구 관양동 1437-6,37.40541479,126.968576,,알뜰자원,,2025-11-20,3830000,경기도 안양시
관양동-9-55,서한빌라,경기도,안양시,경기도 안양시 동안구 일동로204번길 19,경기도 안양시 동안구 관양동 1437,37.40527276,126.9677873,,알뜰자원,,2025-11-20,3830000,경기도 안양시
관양동-9-54,골든빌라,경기도,안양시,경기도 안양시 동안구 일동로204번길 27,경기도 안양시 동안구 관양동 1433-30,37.40525922,126.9672679,,알뜰자원,,2025-11-20,3830000,경기도 안양시
관양동-9-53,지애타워빌라,경기도,안양시,경기도 안양시 동안구 일동로200번길 27,경기도 안양시 동안구 관양동 1436,37.40565972,126.9667019197,,알뜰자원,,2025-11-20,3830000,경기도 안양시
관양동-9-52,궁전빌라2차,경기도,안양시,경기도 안양시 동안구 일동로200번길 23,경기도 안양시 동안구 관양동 1436-2,37.40567011,126.9668557,,알뜰자원,,2025-11-20,3830000,경기도 안양시
관양동-9-51,일동로184번길 앞,경기도,안양시,경기도 안양시 동안구 일동로184번길,,37.39849001,126.9374874,,알뜰자원,,2025-11-20,3830000,경기도 안양시
관양동-9-50,일동로126번길 24앞,경기도,안양시,경기도 안양시 동안구 일동로126번길 24,경기도 안양시 동안구 관양동 1415-6,37.40715371,126.9623736,,알뜰자원,,2025-11-20,3830000,경기도 안양시
관양동-9-49,일동로142,경기도,안양시,경기도 안양시 동안구 일동로142,경기도 안양시 동안구 관양동 1416-6,37.40722965,126.9628131,,알뜰자원,,2025-11-20,3830000,경기도 안양시
관양동-9-48,승을주택 앞,경기도,안양시,경기도 안양시 동안구 일동로138,경기도 안양시 동안구 관양동 1416-3,37.40755201,126.9625827,,알뜰자원,,2025-11-20,3830000,경기도 안양시
관양동-9-47,일동로122번길 12 앞,경기도,안양시,경기도 안양시 동안구 일동로122번길 12,경기도 안양시 동안구 관양동 1411-9,37.40767794,126.9604992207,,알뜰자원,,2025-11-20,3830000,경기도 안양시
관양동-9-46,화진빌라 앞,경기도,안양시,경기도 안양시 동안구 일동로122번길 30,경기도 안양시 동안구 관양동 1410-6,37.40713161,126.959855,,알뜰자원,,2025-11-20,3830000,경기도 안양시
관양동-9-45,관악대로 359번길 63 앞,경기도,안양시,경기도 안양시 동안구 관악대로 359번길 63,경기도 안양시 동안구 관양동 1427-11,37.40643739,126.9639196,,알뜰자원,,2025-11-20,3830000,경기도 안양시
관양동-9-44,서안빌라,경기도,안양시,경기도 안양시 동안구 관악대로359번길 28-20,경기도 안양시 동안구 관양동 1425-3,37.40567752,126.9635799,,알뜰자원,,2025-11-20,3830000,경기도 안양시
관양동-9-43,덕원맨션 앞,경기도,안양시,경기도 안양시 동안구 관악대로345번길,,37.39849001,126.9374874,,알뜰자원,,2025-11-20,3830000,경기도 안양시
관양동-9-42,관악대로345번길 22-15,경기도,안양시,경기도 안양시 동안구 관악대로345번길 22-15,,37.39849001,126.9374874,,알뜰자원,,2025-11-20,3830000,경기도 안양시
관양동-9-41,관악대로339번길 17,경기도,안양시,경기도 안양시 동안구 관악대로339번길 17,,37.39849001,126.9374874,,알뜰자원,,2025-11-20,3830000,경기도 안양시
관양동-9-40,관악대로339번길74-9,경기도,안양시,경기도 안양시 동안구 관악대로339번길74-9,경기도 안양시 동안구 관양동 1417-9,37.40621939,126.9627159275,,알뜰자원,,2025-11-20,3830000,경기도 안양시
관양동-9-39,관악대로339번길 74-4,경기도,안양시,경기도 안양시 동안구 관악대로339번길 74-4,경기도 안양시 동안구 관양동 1418-16,37.40621593,126.9622961,,알뜰자원,,2025-11-20,3830000,경기도 안양시
관양동-9-38,관악대로339번길 26,경기도,안양시,경기도 안양시 동안구 관악대로339번길 26,경기도 안양시 동안구 관양동 1420-4,37.40470419,126.9604758,,알뜰자원,,2025-11-20,3830000,경기도 안양시
관양동-9-37,서안빌라,경기도,안양시,경기도 안양시 동안구 관악대로359번길 28-20,경기도 안양시 동안구 관양동 1425-3,37.40567752,126.9635799,,알뜰자원,,2025-11-20,3830000,경기도 안양시
관양동-9-36,은성빌라,경기도,안양시,경기도 안양시 동안구 관악대로373번길30,경기도 안양시 동안구 관양동 1429-20,37.40604285,126.9641397,,알뜰자원,,2025-11-20,3830000,경기도 안양시
관양동-9-35,로얄타운,경기도,안양시,경기도 안양시 동안구 관악대로373번길 28 -12,경기도 안양시 동안구 관양동 1430-2,37.40585898,126.9647521,,알뜰자원,,2025-11-20,3830000,경기도 안양시
관양동-9-34,관악대로373번길 28-21,경기도,안양시,경기도 안양시 동안구 관악대로373번길 28-21,경기도 안양시 동안구 관양동 1429-15,37.4061052,126.9650876,,알뜰자원,,2025-11-20,3830000,경기도 안양시
관양동-9-33,궁전빌라,경기도,안양시,경기도 안양시 동안구 관악대로373번길 28-31,경기도 안양시 동안구 관양동 1429-13,37.40623519,126.9655263,,알뜰자원,,2025-11-20,3830000,경기도 안양시
관양동-9-32,관악대로389번길 35,경기도,안양시,경기도 안양시 동안구 관악대로389번길 35,경기도 안양시 동안구 관양동 1429-10,37.4063532,126.9656264,,알뜰자원,,2025-11-20,3830000,경기도 안양시
관양동-9-31,관악대로389번길 43,경기도,안양시,경기도 안양시 동안구 관악대로389번길 43,경기도 안양시 동안구 관양동 1429-4,37.4065032,126.9652629,,알뜰자원,,2025-11-20,3830000,경기도 안양시
관양동-9-30,동산빌라,경기도,안양시,경기도 안양시 동안구 관악대로359번길 76,경기도 안양시 동안구 관양동 1429-1,37.40633669,126.9647682,,알뜰자원,,2025-11-20,3830000,경기도 안양시
관양동-9-29,동산빌라,경기도,안양시,경기도 안양시 동안구 관악대로359번길76,경기도 안양시 동안구 관양동 1429-1,37.40633669,126.9647682,,알뜰자원,,2025-11-20,3830000,경기도 안양시
관양동-9-28,아리랑아파트2차,경기도,안양시,경기도 안양시 동안구 관악대로373번길 34,경기도 안양시 동안구 관양동 1429,37.40626066,126.9642698376,,알뜰자원,,2025-11-20,3830000,경기도 안양시
관양동-9-27,영남빌라,경기도,안양시,경기도 안양시 동안구 관악대로339번길 88,경기도 안양시 동안구 관양동 1417-34,37.40685144,126.9628408,,알뜰자원,,2025-11-20,3830000,경기도 안양시
관양동-9-26,유진소르베II,경기도,안양시,경기도 안양시 동안구 관악대로339번길 52,경기도 안양시 동안구 관양동 1419-3,37.40552278,126.9613456,,알뜰자원,,2025-11-20,3830000,경기도 안양시
관양동-9-25,신흥빌라,경기도,안양시,경기도 안양시 동안구 관악대로339번길  44,경기도 안양시 동안구 관양동 1419-1,37.40534992,126.9611559,,알뜰자원,,2025-11-20,3830000,경기도 안양시
관양동-9-24,관악대로339번길 32,경기도,안양시,경기도 안양시 동안구 관악대로339번길 32,경기도 안양시 동안구 관양동 1420-10,37.40493111,126.9606647,,알뜰자원,,2025-11-20,3830000,경기도 안양시
관양동-9-23,관악대로339번길 26,경기도,안양시,경기도 안양시 동안구 관악대로339번길 26,경기도 안양시 동안구 관양동 1420-4,37.40470419,126.9604758,,알뜰자원,,2025-11-20,3830000,경기도 안양시
관양동-9-22,관악대로339번길 10,경기도,안양시,경기도 안양시 동안구 관악대로339번길 10,경기도 안양시 동안구 관양동 1420-45,37.4043249,126.9603794,,알뜰자원,,2025-11-20,3830000,경기도 안양시
관양동-9-21,관악대로345번길 10-18,경기도,안양시,경기도 안양시 동안구 관악대로345번길 10-18,경기도 안양시 동안구 관양동 1422-14,37.40454837,126.9622287,,알뜰자원,,2025-11-20,3830000,경기도 안양시
관양동-9-20,관악대로389번길 42,경기도,안양시,경기도 안양시 동안구 관악대로389번길 42,경기도 안양시 동안구 관양동 1428-2,37.40687398,126.9654159,,알뜰자원,,2025-11-20,3830000,경기도 안양시
관양동-9-19,관악대로383번길,경기도,안양시,경기도 안양시 동안구 관악대로383번길,,37.39849001,126.9374874,,알뜰자원,,2025-11-20,3830000,경기도 안양시
관양동-9-18,만안빌라9차,경기도,안양시,경기도 안양시 동안구 관악대로287번길 125,경기도 안양시 동안구 관양동 1371-12,37.40850214,126.9548433,,알뜰자원,,2025-11-20,3830000,경기도 안양시
관양동-9-17,만안빌라9차,경기도,안양시,경기도 안양시 동안구 관악대로287번길 123,경기도 안양시 동안구 관양동 1371-13,37.40838482,126.9548224,,알뜰자원,,2025-11-20,3830000,경기도 안양시
관양동-9-16,한샘빌라,경기도,안양시,경기도 안양시 동안구 관악대로287번길 94-16,경기도 안양시 동안구 관양동 1392-3,37.40700273,126.9554515,,알뜰자원,,2025-11-20,3830000,경기도 안양시
관양동-9-15,럭키빌라2차,경기도,안양시,경기도 안양시 동안구 관악대로287번길 94-20,경기도 안양시 동안구 관양동 1392-6,37.40696889,126.9557005,,알뜰자원,,2025-11-20,3830000,경기도 안양시
관양동-9-14,유니온빌라,경기도,안양시,경기도 안양시 동안구 관악대로287번길 76-30,경기도 안양시 동안구 관양동 1391-15,37.40655754,126.9560563,,알뜰자원,,2025-11-20,3830000,경기도 안양시
관양동-9-13,현대파크,경기도,안양시,경기도 안양시 동안구 관악대로287번길 94-28,경기도 안양시 동안구 관양동 1392-45,37.40694584,126.9561526,,알뜰자원,,2025-11-20,3830000,경기도 안양시
관양동-9-12,금환빌라,경기도,안양시,경기도 안양시 동안구 관악대로287번길 104-12,경기도 안양시 동안구 관양동 1393-3,37.40740956,126.955604,,알뜰자원,,2025-11-20,3830000,경기도 안양시
관양동-9-11,한샘빌라,경기도,안양시,경기도 안양시 동안구 관악대로287번길 107,경기도 안양시 동안구 관양동 1371-4,37.40767247,126.9547645,,알뜰자원,,2025-11-20,3830000,경기도 안양시
관양동-9-10,고려주택,경기도,안양시,경기도 안양시 동안구 관악대로287번길103,경기도 안양시 동안구 관양동 1372-16,37.407498527,126.9547556,,알뜰자원,,2025-11-20,3830000,경기도 안양시
관양동-9-9,관악대로287번길 83,경기도,안양시,경기도 안양시 동안구 관악대로287번길 83,경기도 안양시 동안구 관양동 1374-11,37.40664458,126.9546884,,알뜰자원,,2025-11-20,3830000,경기도 안양시
관양동-9-8,관악대로325-4번길,경기도,안양시,경기도 안양시 동안구 관악대로325-4번길,,37.39849001,126.9374874,,알뜰자원,,2025-11-20,3830000,경기도 안양시
관양동-9-7,현정빌라,경기도,안양시,경기도 안양시 동안구 관악대로389번길 19,경기도 안양시 동안구 관양동 1431-11,37.40557075,126.9658093101,,알뜰자원,,2025-11-20,3830000,경기도 안양시
관양동-9-6,관악대로 373번길 20-30,경기도,안양시,경기도 안양시 동안구 관악대로 373번길 20-30,경기도 안양시 동안구 관양동 1431-10,37.40558778,126.9656821,,알뜰자원,,2025-11-20,3830000,경기도 안양시
관양동-9-5,관악대로 359번길 10-24,경기도,안양시,경기도 안양시 동안구 관악대로 359번길 10-24,경기도 안양시 동안구 관양동 1423-4,37.40493398,126.9640758,,알뜰자원,,2025-11-20,3830000,경기도 안양시
관양동-9-4,관악대로 373번길 18,경기도,안양시,경기도 안양시 동안구 관악대로 373번길 18,,37.39849001,126.9374874,,알뜰자원,,2025-11-20,3830000,경기도 안양시
관양동-9-3,관악대로 287번길 176-16,경기도,안양시,경기도 안양시 동안구 관악대로 287번길 176-16,,37.39849001,126.9374874,,알뜰자원,,2025-11-20,3830000,경기도 안양시
관양동-9-2,미도빌라,경기도,안양시,경기도 안양시 동안구 관악대로 287번길 76-15,경기도 안양시 동안구 관양동 1392-40,37.40636375,126.9555394,,알뜰자원,,2025-11-20,3830000,경기도 안양시
관양동-9-1,동산맨션,경기도,안양시,경기도 안양시 동안구 관악대로 359번길10-12,경기도 안양시 동안구 관양동 1423-16,37.40476617,126.9634343,,알뜰자원,,2025-11-20,3830000,경기도 안양시
석수동-8-80,갈뫼어린이공원,경기도,안양시,경기도 안양시 만안구 안양로 475번길,,37.39849001,126.9374874,,윤니복지회,,2025-11-20,3830000,경기도 안양시
석수동-8-79,우주타운 15동,경기도,안양시,경기도 안양시 만안구 안양로 468번길,,37.39849001,126.9374874,,윤니복지회,,2025-11-20,3830000,경기도 안양시
석수동-8-78,우주타운 8동,경기도,안양시,경기도 안양시 만안구 안양로 468번길,,37.39849001,126.9374874,,윤니복지회,,2025-11-20,3830000,경기도 안양시
