개방자치단체코드,관리번호,구분명,근거법령명,화장실명,소재지도로명주소,소재지지번주소,남성용-대변기수,남성용-소변기수,남성용-장애인용대변기수,남성용-장애인용소변기수,남성용-어린이용대변기수,남성용-어린이용소변기수,여성용-대변기수,여성용-장애인용대변기수,여성용-어린이용대변기수,관리기관명,전화번호,개방시간,개방시간상세,설치연월,화장실소유구분명,오물처리방식,안전관리시설설치대상여부,비상벨설치여부,비상벨설치장소,화장실입구CCTV설치유무,기저귀교환대유무,기저귀교환대장소,리모델링연월,데이터기준일자,데이터갱신구분,데이터갱신시점,최종수정시점
3000000,202530000000100964,개방화장실,법제3조제17호-영제3조제2항제1호,색실문양누비공방,서울특별시 종로구 북촌로12길 17,서울특별시 종로구 가회동 11-103,0,1,0,0,0,0,1,0,0,색실문양누비공방,,정시,10:00-18:00+ 월요일휴관,,민간,수세식,N,N,,N,N,,,2024-12-31,I,2026-05-15 18:43:46,2025-11-10 09:45:40
3000000,202530000000100828,공중화장실,법제3조제16호-영제3조제1항제1호,무악동배드민턴장 공중화장실,서울특별시 종로구 통일로18가길 46,서울특별시 종로구 무악동 48,1,1,0,0,0,0,2,0,0,종로구청 도시녹지과,0221482832,상시,,202409,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,N,,,2024-12-31,I,2026-05-15 18:43:46,2025-11-10 09:45:40
3000000,202530000000100824,공중화장실,법제3조제16호-영제3조제1항제1호,와룡공원(관리실옆),서울특별시 종로구 혜화동 산2-13,서울특별시 종로구 혜화동 산2-13,1,2,0,0,0,0,2,0,0,종로구청 도시녹지과,0221482832,상시,,202001,공공기관-지방자치단체,수세식,Y,Y,남자화장실+여자화장실,Y,Y,여자화장실,,2024-12-31,I,2026-05-15 18:43:46,2025-11-10 09:45:40
3000000,202530000000100902,개방화장실,법제3조제16호-영제3조제1항제1호,종로4가,서울특별시 종로구 창경궁로 지하 81,서울특별시 종로구 예지동 187-2,2,3,0,0,0,0,6,0,0,서울시설공단 상가운영처,0222906244,정시,06~22,,공공기관-국가공공기관,수세식,N,Y,장애인화장실+여자화장실,Y,Y,여자화장실,,2024-12-31,I,2026-05-15 18:43:46,2025-11-10 09:45:40
3000000,202530000000100856,개방화장실,법제3조제16호-영제3조제1항제1호,부암동 주민센터화장실,서울특별시 종로구 창의문로 145,서울특별시 종로구 부암동 265-21,2,2,1,0,0,0,2,1,0,종로구 부암동주민센터,0221482383,정시,9시간,198609,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+남자화장실+여자화장실,N,N,,,2024-12-31,I,2026-05-15 18:43:46,2025-11-10 09:45:40
3000000,202530000000100836,공중화장실,법제3조제16호-영제3조제1항제1호,북촌마을안내소공중화장실,서울특별시 종로구 북촌로5길 48,서울특별시 종로구 화동 2,1,2,1,0,1,0,5,1,1,종로구청 관광체육과,0221481852,정시,07:30~21:00,,공공기관-지방자치단체,수세식,Y,Y,여자화장실,Y,Y,여자화장실,,2024-12-31,I,2026-05-15 18:43:46,2025-11-10 09:45:40
3000000,202530000000100827,공중화장실,법제3조제16호-영제3조제1항제1호,창이놀이터,서울특별시 종로구 창신동 622-12,서울특별시 종로구 창신동 622-12,1,1,0,0,0,0,1,0,0,종로구청 도시녹지과,0221482832,정시,09:00-16:00/월~금,202101,공공기관-지방자치단체,수세식,Y,Y,남자화장실+여자화장실,Y,Y,여자화장실,,2024-12-31,I,2026-05-15 18:43:46,2025-11-10 09:45:40
3000000,202530000000100963,개방화장실,법제3조제17호-영제3조제2항제1호,토포하우스,서울특별시 종로구 인사동11길 6,서울특별시 종로구 관훈동 184,1,0,0,0,0,0,1,0,0,토포하우스,,정시,10:00-19:00,,민간,수세식,N,N,,N,N,,,2024-12-31,I,2026-05-15 18:43:46,2025-11-10 09:45:40
3000000,202530000000100999,개방화장실,법제3조제17호-영제3조제2항제1호,인사동홍보관,서울특별시 종로구 인사동11길 19,서울특별시 종로구 견지동 85-18,1,2,1,0,0,0,2,0,0,인사동홍보관,,정시,"10:00~22:00, 일 휴무",,민간,수세식,N,N,,N,N,,,2024-12-31,I,2026-05-15 18:43:46,2025-11-10 09:45:40
3000000,202530000000100970,개방화장실,법제3조제17호-영제3조제2항제1호,서울대학교 외래암센터내,서울특별시 종로구 대학로 101,서울특별시 종로구 연건동 28-21,3,2,1,1,0,0,6,1,0,서울대학교 외래암센터내,,정시,"월-금(05:00-24:00), 토(05:00-17:00), 일 휴무",,민간,수세식,N,N,,N,N,,,2024-12-31,I,2026-05-15 18:43:46,2025-11-10 09:45:40
3000000,202530000000100985,개방화장실,법제3조제17호-영제3조제2항제1호,북촌발효공방(빚담),서울특별시 종로구 가회동 11-39,서울특별시 종로구 북촌로12길 5-12,0,1,0,0,0,0,1,0,0,북촌발효공방(빚담),,정시,10:00~17:00,,민간,수세식,N,N,,N,N,,,2024-12-31,I,2026-05-15 18:43:46,2025-11-10 09:45:40
3000000,202530000000100915,공중화장실,법제3조제16호-영제3조제1항제1호,동묘시장공중화장실,서울특별시 종로구 종로58길 27,서울특별시 종로구 숭인동 236-2외1,3,4,1,0,0,0,5,1,0,종로구청 청소행정과,0221482383,정시,09 ~ 18시,202111,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+남자화장실+여자화장실,N,Y,남자화장실+여자화장실,,2024-12-31,I,2026-05-15 18:43:46,2025-11-10 09:45:40
3000000,202530000000100817,공중화장실,법제3조제16호-영제3조제1항제1호,종묘광장,서울특별시 종로구 훈정동 2,서울특별시 종로구 훈정동 2,4,20,1,0,0,0,7,1,0,종로구청 도시녹지과,0221482832,상시,,198501,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+여자화장실,Y,Y,여자화장실,,2024-12-31,I,2026-05-15 18:43:46,2025-11-10 09:45:40
3000000,202530000000100802,공중화장실,법제3조제16호-영제3조제1항제1호,인왕산 청운지구(1)(서시정 화장실),서울특별시 종로구 청운동 7-2,서울특별시 종로구 청운동 7-2,1,2,1,1,1,0,3,1,1,종로구청 도시녹지과,0221482832,상시,,201501,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+남자화장실+여자화장실,Y,N,,,2024-12-31,I,2026-05-15 18:43:46,2025-11-10 09:45:40
3000000,202530000000100838,개방화장실,법제3조제16호-영제3조제1항제1호,명륜와룡공영주차장,서울특별시 종로구 명륜길 26,서울특별시 종로구 명륜3가 1-21,1,1,0,0,0,0,2,0,0,종로구시설관리공단 주차사업팀,0222360052,정시,08:00~18:30,,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,Y,Y,장애인화장실+남자화장실+여자화장실,N,Y,여자화장실,,2024-12-31,I,2026-05-15 18:43:46,2025-11-10 09:45:40
3000000,202530000000100979,개방화장실,법제3조제17호-영제3조제2항제1호,이화동한복(김영희 한복대여),서울특별시 종로구 율곡로19길 71-1,서울특별시 종로구 이화동 9-303,1,0,0,0,0,0,0,0,0,이화동한복(김영희 한복대여),,정시,10:00~17:00,,민간,수세식,N,N,,N,N,,,2024-12-31,I,2026-05-15 18:43:46,2026-04-17 10:21:02
3000000,202530000000100845,공중화장실,법제3조제16호-영제3조제1항제1호,북악팔각정 공중화장실,서울특별시 종로구 북악산로 267,서울특별시 종로구 평창동 산 6-17,4,7,1,0,0,0,7,1,0,종로구시설관리공단 시설관리부,0236760585,정시,11:00~23:00,199701,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,Y,Y,남자화장실+여자화장실,N,Y,여자화장실,,2024-12-31,I,2026-05-15 18:43:46,2025-11-10 09:45:40
3000000,202530000000100853,개방화장실,법제3조제16호-영제3조제1항제1호,청운효자동주민센터,서울특별시 종로구 자하문로 92,서울특별시 종로구 궁정동 12-1,2,1,1,0,0,0,3,1,0,종로구 청운효자동주민센터,0221485007,정시,09:00~18:00,199206,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+남자화장실+여자화장실,N,N,,,2024-12-31,I,2026-05-15 18:43:46,2025-11-10 09:45:40
3000000,202530000000100900,공중화장실,법제3조제16호-영제3조제1항제1호,창신역(6),서울특별시 종로구 창신동 20-8 창신역,서울특별시 종로구 창신동 2,3,5,0,0,0,0,7,0,0,서울교통공사,0263116371,정시,05~24,,공공기관-국가공공기관,수세식,N,Y,장애인화장실+남자화장실+여자화장실,Y,Y,남자화장실+여자화장실,,2024-12-31,I,2026-05-15 18:43:46,2025-11-10 09:45:40
3000000,202530000000100925,공중화장실,법제3조제16호-영제3조제1항제1호,광장시장 동문 앞 공중화장실,서울특별시 종로구 동호로 401,서울특별시 종로구 종로5가 398,1,1,0,0,0,0,1,0,0,종로구청 청소행정과,0221482383,상시,,201611,공공기관-지방자치단체,수세식,Y,Y,남자화장실+여자화장실,N,N,,,2024-12-31,I,2026-05-15 18:43:46,2025-11-10 09:45:40
3000000,202530000000100982,개방화장실,법제3조제17호-영제3조제2항제1호,GS25 상명대점,서울특별시 종로구 홍지문2길 16,서울특별시 종로구 홍지동 62-5,1,0,0,0,0,0,1,0,0,GS25 상명대점,,상시,,,민간,수세식,N,N,,N,N,,,2024-12-31,I,2026-05-15 18:43:46,2025-11-10 09:45:40
3000000,202530000000100959,개방화장실,법제3조제17호-영제3조제2항제1호,계동교회,서울특별시 종로구 계동길 81,서울특별시 종로구 계동 74-1,1,1,0,0,0,0,2,0,0,계동교회,,정시,06:00-22:00,,민간,수세식,N,N,,N,N,,,2024-12-31,I,2026-05-15 18:43:46,2025-11-10 09:45:40
3000000,202530000000100861,개방화장실,법제3조제16호-영제3조제1항제1호,종오지하상가 화장실,서울특별시 종로구 종로 지하 200,서울특별시 종로구 종로5가 82-1 종오지하쇼핑센터,3,3,0,0,0,0,7,0,0,서울시시설관리공단,0222906433,정시,06:00~24:00,,공공기관-국가공공기관,수세식,N,Y,장애인화장실+여자화장실,Y,N,,,2024-12-31,I,2026-05-15 18:43:46,2025-11-10 09:45:40
3000000,202530000000100941,개방화장실,법제3조제17호-영제3조제2항제1호,신문로빌딩,서울특별시 종로구 새문안로 38,서울특별시 종로구 신문로2가 12-5,2,2,0,0,0,0,2,0,0,신문로빌딩,,상시,,,민간,수세식,N,N,,N,N,,,2024-12-31,I,2026-05-15 18:43:46,2025-11-10 09:45:40
3000000,202530000000100911,개방화장실,법제3조제16호-영제3조제1항제1호,종묘공영주차장(주차시설운영처),서울특별시 종로구 훈정동 2,서울특별시 종로구 훈정동 1-2,3,5,0,0,0,0,1,0,0,서울시설공단 주차시설운영처,0222906114,정시,00~24,200001,공공기관-국가공공기관,수세식,N,N,,Y,N,,,2024-12-31,I,2026-05-15 18:43:46,2025-11-10 09:45:40
3000000,202530000000100988,개방화장실,법제3조제17호-영제3조제2항제1호,인사동마루 신관,서울특별시 종로구 인사동길 35-4,서울특별시 종로구 관훈동 192-15,0,2,1,0,0,0,1,1,0,인사동마루,,정시,10:30~18:30,,민간,수세식,N,N,,N,N,,,2024-12-31,I,2026-05-15 18:43:46,2025-11-10 09:45:40
3000000,202530000000100880,공중화장실,법제3조제16호-영제3조제1항제1호,종각역(1),서울특별시 종로구 종로1가 54 종각지하철역사,서울특별시 종로구 종로1가,3,2,0,0,0,0,4,0,0,서울교통공사,0261101311,정시,05~24,,공공기관-국가공공기관,수세식,N,Y,장애인화장실+여자화장실,Y,Y,남자화장실+여자화장실,,2024-12-31,I,2026-05-15 18:43:46,2025-11-10 09:45:40
3000000,202530000000100901,개방화장실,법제3조제16호-영제3조제1항제1호,종각,서울특별시 종로구 종로 지하 73,서울특별시 종로구 종로2가 1-2,6,6,0,0,0,0,10,0,0,서울시설공단 상가운영처,0222906556,정시,05~24,,공공기관-국가공공기관,수세식,N,Y,장애인화장실+여자화장실,Y,N,,,2024-12-31,I,2026-05-15 18:43:46,2025-11-10 09:45:40
3000000,202530000000100807,공중화장실,법제3조제16호-영제3조제1항제1호,삼청근린공원(약수터 위),서울특별시 종로구 삼청동 산2-1,서울특별시 종로구 삼청동 산2-1,3,4,1,1,0,0,4,1,0,종로구청 도시녹지과,0221482832,상시,,201301,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+여자화장실,Y,Y,여자화장실,,2024-12-31,I,2026-05-15 18:43:46,2025-11-10 09:45:40
3000000,202530000000100896,공중화장실,법제3조제16호-영제3조제1항제1호,서대문역(5),서울특별시 종로구 평동 210 서대문역,서울특별시 종로구 평동 21,5,7,0,0,0,0,6,0,0,서울교통공사,0263115321,정시,05~24,,공공기관-국가공공기관,수세식,N,Y,장애인화장실+남자화장실+여자화장실,Y,N,,,2024-12-31,I,2026-05-15 18:43:46,2025-11-10 09:45:40
3000000,202530000000100996,개방화장실,법제3조제17호-영제3조제2항제1호,"동대문신발상가 B동, 3층","서울특별시 종로구 청계천로307, 3층 동편계단",서울특별시 종로구 창신동436-73,1,2,0,0,0,0,3,0,0,동대문신발상가 B동,,상시,,,민간,수세식,N,N,,N,N,,,2024-12-31,I,2026-05-15 18:43:46,2025-11-10 09:45:40
3000000,202530000000100957,개방화장실,법제3조제17호-영제3조제2항제1호,세운스퀘어(라이프관1층),서울특별시 종로구 창경궁로 109,서울특별시 종로구 인의동 112-2,2,2,1,0,0,0,3,1,0,세운스퀘어,,정시,09:30-20:00 +일요일폐쇄,,민간,수세식,N,N,,N,N,,,2024-12-31,I,2026-05-15 18:43:46,2025-11-10 09:45:40
3000000,202530000000100991,개방화장실,법제3조제17호-영제3조제2항제1호,직물놀이공방,서울특별시 종로구 북촌로11가길 14,서울특별시 종로구 가회동 31-69,0,0,1,0,0,0,0,1,0,직물놀이공방,,정시,10:00~17:00,,민간,수세식,N,N,,N,N,,,2024-12-31,I,2026-05-15 18:43:46,2025-11-10 09:45:40
3000000,202530000000100932,개방화장실,법제3조제17호-영제3조제2항제1호,"동대문 신발상가 A동  3층, 6층",서울특별시 종로구 청계천로 295,서울특별시 종로구 창신동 436-79,2,2,0,0,0,0,2,0,0,동대문 신발상가 A동,,정시,10:00-05:00,,민간,수세식,N,N,,N,N,,,2024-12-31,I,2026-05-15 18:43:46,2025-11-10 09:45:40
3000000,202530000000100801,공중화장실,법제3조제16호-영제3조제1항제1호,사직경로당 옆 공중화장실,서울특별시 종로구 사직동 산1-11,서울특별시 종로구 사직동 산1-11,1,2,0,0,0,0,2,0,0,종로구청 도시녹지과,0221482832,상시,,201801,공공기관-지방자치단체,수세식,Y,Y,여자화장실,Y,N,,,2024-12-31,I,2026-05-15 18:43:46,2025-11-10 09:45:40
3000000,202530000000100917,공중화장실,법제3조제16호-영제3조제1항제1호,숭인1지역 공중화장실,서울특별시 종로구 동망산1길 24,서울특별시 종로구 숭인1동 56-144,1,0,0,0,0,0,2,0,0,종로구청 청소행정과,0221482383,상시,,202006,공공기관-지방자치단체,수세식,Y,Y,남자화장실+여자화장실,N,N,,,2024-12-31,I,2026-05-15 18:43:46,2025-11-10 09:45:40
3000000,202530000000100857,개방화장실,법제3조제16호-영제3조제1항제1호,가회동 주민센터화장실,서울특별시 종로구 북촌로 35,서울특별시 종로구 가회동 156,1,2,0,0,0,0,2,0,0,종로구가회동주민센터,0221485212,정시,09:00~18:00,201712,공공기관-지방자치단체,수세식,Y,Y,남자화장실+여자화장실,N,N,,,2024-12-31,I,2026-05-15 18:43:46,2025-11-10 09:45:40
3000000,202530000000100950,개방화장실,법제3조제17호-영제3조제2항제1호,수운회관,서울특별시 종로구 삼일대로 457,서울특별시 종로구 경운동 88,1,2,0,1,0,0,3,0,0,수운회관,,정시,07:00-19:00,,민간,수세식,N,N,,N,N,,,2024-12-31,I,2026-05-15 18:43:46,2025-11-10 09:45:40
3000000,202530000000100878,개방화장실,법제3조제16호-영제3조제1항제1호,운현궁 화장실,서울특별시 종로구 삼일대로 464,서울특별시 종로구 운니동 114-10 운현궁,2,7,0,0,0,0,6,0,0,문화재관리과-수탁업체(㈜예문관),027669090,정시,09 ~ 18,,공공기관-지방자치단체,수세식,N,N,,N,Y,여자화장실,,2024-12-31,I,2026-05-15 18:43:46,2025-11-10 09:45:40
3000000,202530000000100937,개방화장실,법제3조제17호-영제3조제2항제1호,광장골목시장 수도직물(3층),서울특별시 종로구 청계천로 195-7,서울특별시 종로구 예지동 257-1,1,3,0,0,0,0,2,0,0,광장시장,,정시,08:00-19:00,,민간,수세식,N,N,,N,N,,,2024-12-31,I,2026-05-15 18:43:46,2025-11-10 09:45:40
3000000,202530000000100812,공중화장실,법제3조제16호-영제3조제1항제1호,동묘공원,서울특별시 종로구 숭인동 238-1,서울특별시 종로구 숭인동 238-1,3,3,1,0,0,0,4,1,0,종로구청 도시녹지과,0221482832,정시,9시간,,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+여자화장실,Y,N,,,2024-12-31,I,2026-05-15 18:43:46,2025-11-10 09:45:40
3000000,202530000000100998,개방화장실,법제3조제17호-영제3조제2항제1호,구도일주유소(특종),서울특별시 종로구 평창문화로 90,서울특별시 종로구 평창동198-1,1,2,0,0,0,0,1,0,0,구도일주유소(특종),,상시,,,민간,수세식,N,N,,N,N,,,2024-12-31,I,2026-05-15 18:43:46,2025-11-10 09:45:40
3000000,202530000000100935,개방화장실,법제3조제17호-영제3조제2항제1호,광장시장 3층 별관포목부,서울특별시 종로구 창경궁로 88,서울특별시 종로구 예지동 2-1,2,3,0,0,0,0,3,0,0,광장시장,,정시,08:00-19:00+일요일폐쇄,,민간,수세식,N,N,,N,N,,,2024-12-31,I,2026-05-15 18:43:46,2025-11-10 09:45:40
3000000,202530000000100799,공중화장실,법제3조제16호-영제3조제1항제1호,인왕산 누상지구 공중화장실(인왕 배드민턴장),서울특별시 종로구 누상동 산1-38,서울특별시 종로구 누상동 산1-38,1,1,0,0,0,0,2,0,0,종로구청 도시녹지과,0221482832,상시,,201301,공공기관-지방자치단체,수세식,Y,Y,여자화장실,Y,N,,,2025-11-15,I,2026-05-15 18:43:46,2025-11-15 18:32:14
3000000,202530000000100918,공중화장실,법제3조제16호-영제3조제1항제1호,숭인2지역 공중화장실,서울특별시 종로구 동망산1길 18-9,서울특별시 종로구 숭인1동 56-155,1,0,0,0,0,0,1,0,0,종로구청 청소행정과,0221482383,상시,,202006,공공기관-지방자치단체,수세식,Y,Y,남자화장실+여자화장실,N,N,,,2024-12-31,I,2026-05-15 18:43:46,2025-11-10 09:45:40
3000000,202530000000100924,공중화장실,법제3조제16호-영제3조제1항제1호,관수교북단 공중화장실,서울특별시 종로구 관수동 91-2,서울특별시 종로구 관수동 91-2,1,1,0,0,0,0,1,0,0,종로구청 청소행정과,0221482383,상시,,201904,공공기관-지방자치단체,수세식,Y,Y,남자화장실+여자화장실,N,N,,,2024-12-31,I,2026-05-15 18:43:46,2025-11-10 09:45:40
3000000,202530000000100871,개방화장실,법제3조제16호-영제3조제1항제1호,숭인1동 주민센터,서울특별시 종로구 지봉로 86,서울특별시 종로구 숭인동 55-2,2,2,1,0,0,0,2,1,0,종로구 숭인제1동주민센터,0221485483,정시,09:00~18:00,199811,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+남자화장실+여자화장실,N,N,,,2024-12-31,I,2026-05-15 18:43:46,2025-11-10 09:45:40
3000000,202530000000100867,개방화장실,법제3조제16호-영제3조제1항제1호,혜화동공중화장실(자치회관),서울특별시 종로구 혜화로 12,서울특별시 종로구 혜화동 74-30,1,1,1,1,0,0,4,1,1,종로구 혜화동주민센터,0221485334,정시,09:00~18:00,201107,공공기관-지방자치단체,수세식,Y,Y,남자화장실+여자화장실,N,N,,,2024-12-31,I,2026-05-15 18:43:46,2025-11-10 09:45:40
3000000,202530000000100908,개방화장실,법제3조제16호-영제3조제1항제1호,낙산공원 중앙광장,서울특별시 종로구 낙산길 54,서울특별시 종로구 동숭동 50-111,2,3,2,0,0,0,3,1,0,중부공원여가센터,0311234567,정시,00~24,200201,공공기관-지방자치단체,수세식,N,Y,장애인화장실+남자화장실+여자화장실,Y,Y,여자화장실,,2024-12-31,I,2026-05-15 18:43:46,2025-11-10 09:45:40
3000000,202530000000100977,개방화장실,법제3조제17호-영제3조제2항제1호,목공예공방,서울특별시 종로구 계동6길 12,서울특별시 종로구 계동 2-31,2,4,1,0,0,0,2,1,0,목공예공방,,정시,10:00~17:00,,민간,수세식,N,N,,N,N,,,2024-12-31,I,2026-05-15 18:43:46,2025-11-10 09:45:40
3000000,202530000000100806,공중화장실,법제3조제16호-영제3조제1항제1호,삼청근린공원(관리실 옆),서울특별시 종로구 삼청동 산2-1,서울특별시 종로구 삼청동 산2-1,2,4,1,1,0,0,7,1,0,종로구청 도시녹지과,0221482832,상시,,201401,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+남자화장실+여자화장실,Y,Y,여자화장실,,2024-12-31,I,2026-05-15 18:43:46,2025-11-10 09:45:40
3000000,202530000000100885,공중화장실,법제3조제16호-영제3조제1항제1호,동대문역(1),서울특별시 종로구 창신동 492-1 1호선 동대문역(1호선),서울특별시 종로구 창신동 4,4,6,0,0,0,0,8,0,0,서울교통공사,0261101281,정시,05~24,,공공기관-국가공공기관,수세식,N,Y,장애인화장실+여자화장실,Y,Y,남자화장실+여자화장실,,2024-12-31,I,2026-05-15 18:43:46,2025-11-10 09:45:40
3000000,202530000000100888,공중화장실,법제3조제16호-영제3조제1항제1호,동묘앞역(1),서울특별시 종로구 숭인동 117 동묘앞역(1호선),서울특별시 종로구 숭인동 1,1,2,0,0,0,0,1,0,0,서울교통공사,0261101271,정시,05~24,,공공기관-국가공공기관,수세식,N,Y,장애인화장실+여자화장실,Y,Y,남자화장실+여자화장실,,2024-12-31,I,2026-05-15 18:43:46,2025-11-10 09:45:40
3000000,202530000000100879,개방화장실,법제3조제16호-영제3조제1항제1호,서울무형문화재교육전시장 화장실,서울특별시 종로구 율곡로 10길 13,서울특별시 종로구 권농동 127-4,1,0,0,0,0,0,1,0,0,문화재관리과-수탁업체(㈜예문관),027426444,정시,09 ~ 18,201811,공공기관-국가공공기관,수세식,N,N,,N,N,,,2024-12-31,I,2026-05-15 18:43:46,2025-11-10 09:45:40
3000000,202530000000100826,공중화장실,법제3조제16호-영제3조제1항제1호,원서공원,서울특별시 종로구 원서동 181,서울특별시 종로구 원서동 181,1,1,0,0,0,0,2,0,0,종로구청 도시녹지과,0221482832,상시,,,공공기관-지방자치단체,수세식,Y,N,여자화장실,Y,N,,,2024-12-31,I,2026-05-15 18:43:46,2025-11-10 09:45:40
3000000,202530000000100851,개방화장실,법제3조제16호-영제3조제1항제1호,교남동주민센터,서울특별시 종로구 송월길 154,서울특별시 종로구 행촌동 211-2,3,3,1,1,0,0,4,1,0,종로구 교남동주민센터,0221485186,정시,평일 09:00~18:00,200406,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+남자화장실+여자화장실,N,N,,,2024-12-31,I,2026-05-15 18:43:46,2025-11-10 09:45:40
3000000,202530000000100872,개방화장실,법제3조제16호-영제3조제1항제1호,숭인2동 주민센터,서울특별시 종로구 종로65길 10,서울특별시 종로구 숭인동 178-167,6,8,1,1,0,0,8,1,0,종로구 숭인제2동주민센터,0221485513,정시,9시~18시,199606,공공기관-지방자치단체,수세식,Y,Y,남자화장실+여자화장실,Y,N,,,2024-12-31,I,2026-05-15 18:43:46,2025-11-10 09:45:40
